id_solicitante,produto_solicitado,dia_vencimento,forma_envio_solicitacao,tipo_endereco,sexo,idade,estado_civil,qtde_dependentes,grau_instrucao,nacionalidade,estado_onde_nasceu,estado_onde_reside,possui_telefone_residencial,codigo_area_telefone_residencial,tipo_residencia,meses_na_residencia,possui_telefone_celular,possui_email,renda_mensal_regular,renda_extra,possui_cartao_visa,possui_cartao_mastercard,possui_cartao_diners,possui_cartao_amex,possui_outros_cartoes,qtde_contas_bancarias,qtde_contas_bancarias_especiais,valor_patrimonio_pessoal,possui_carro,vinculo_formal_com_empresa,estado_onde_trabalha,possui_telefone_trabalho,codigo_area_telefone_trabalho,meses_no_trabalho,profissao,ocupacao,profissao_companheiro,grau_instrucao_companheiro,local_onde_reside,local_onde_trabalha
47723,1,10,internet,1,M,22,6,0,0,1,SP,SP,Y,14,,,N,1,1020.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,,,,146.0,146.0
47724,7,5,internet,1,F,37,2,0,0,1,RS,RS,Y,58,1.0,1.0,N,1,509.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,RS,N, ,0,9.0,2.0,11.0,,960.0,960.0
47725,2,10,internet,1,M,65,6,0,0,1,BA,BA,Y,84,1.0,20.0,N,1,381.44,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,1.0,,,454.0,454.0
47726,1,1,presencial,1,M,42,2,0,0,1,CE,CE,Y,107,1.0,2.0,N,0,815.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,CE,Y,107,0,9.0,2.0,0.0,0.0,616.0,616.0
47727,2,10,internet,1,M,29,2,0,0,1,BA,SP,Y,5,0.0,2.0,N,1,690.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,,,,978.0,978.0
47728,1,15,internet,1,M,33,1,0,0,1,RN,RN,Y,105,1.0,10.0,N,1,834.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,,,,596.0,596.0
47729,1,10,internet,2,F,32,2,0,0,1,RJ,RJ,Y,20,1.0,,N,1,417.0,0.0,0,0,0,0,0,0,0,0.0,0,N,RJ,N, ,0,16.0,5.0,,,230.0,230.0
47730,1,10,presencial,1,M,83,1,0,0,1,RS,RS,N, ,1.0,5.0,N,1,350.0,0.0,0,0,0,0,0,0,0,0.0,0,Y, ,N, ,0,9.0,1.0,,,978.0,978.0
47731,1,5,correio,1,F,33,1,0,0,1,RS,RS,Y,58,1.0,1.0,N,1,400.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,RS,Y,58,0,9.0,2.0,11.0,,960.0,960.0
47732,1,25,presencial,1,F,27,1,0,0,1,SP,SP,Y,9,2.0,3.0,N,0,480.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,SP,Y,9,0,9.0,2.0,0.0,0.0,122.0,122.0
47733,1,25,internet,1,F,33,2,0,0,1,MT,MT,Y,71,1.0,2.0,N,1,440.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,2.0,4.0,,,781.0,781.0
47734,1,10,presencial,1,F,66,2,0,0,1,CE,CE,Y,107,1.0,40.0,N,0,350.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,9.0,1.0,0.0,0.0,607.0,607.0
47735,1,10,internet,1,F,30,2,0,0,1,CE,CE,Y,107,1.0,,N,1,250.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,4.0,,,618.0,618.0
47736,1,10,internet,1,M,62,2,0,0,1,RS,RS,Y,58,1.0,25.0,N,1,351.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,1.0,,,960.0,960.0
47737,1,25,internet,1,M,51,2,0,0,1,PI,MA,N, ,1.0,2.0,N,1,350.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,,,,655.0,655.0
47738,1,25,internet,1,F,49,2,0,0,1,BA,BA,Y,81,1.0,1.0,N,1,376.0,0.0,0,0,0,0,0,0,0,0.0,0,Y, ,Y,81,0,11.0,5.0,11.0,,402.0,402.0
47739,1,25,internet,1,F,47,1,0,0,1,SP,SP,Y,14,1.0,,N,1,600.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,,,,144.0,144.0
47740,1,25,presencial,1,M,47,1,0,0,1,RS,RS,N, ,5.0,2.0,N,1,450.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,RS,Y,58,0,9.0,2.0,0.0,0.0,964.0,964.0
47741,1,10,presencial,1,M,29,2,0,0,1,MG,MG,Y,30,1.0,,N,1,990.0,0.0,0,0,0,0,0,1,1,0.0,0,Y,MG,Y,30,0,9.0,2.0,,,365.0,365.0
47742,1,15,internet,1,F,34,1,0,0,1,ES,ES,Y,25,1.0,34.0,N,1,802.0,0.0,0,1,0,0,0,0,0,0.0,0,Y,ES,N, ,0,10.0,2.0,,,299.0,299.0
47743,1,25,internet,1,F,31,2,0,0,1,PI,DF,Y,66,2.0,1.0,N,1,380.0,0.0,0,0,0,0,0,0,0,0.0,0,Y, ,N, ,0,9.0,2.0,,,722.0,722.0
47744,1,25,internet,1,M,32,1,0,0,1,BA,BA,Y,86,5.0,10.0,N,1,350.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,,,,484.0,484.0
47745,1,25,internet,1,F,57,4,1,0,1,MG,GO,Y,67,1.0,40.0,N,1,451.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,12.0,4.0,,,746.0,746.0
47746,1,10,internet,1,F,24,2,2,0,1,RN,RN,Y,105,1.0,2.0,N,1,625.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,2.0,4.0,,,596.0,596.0
47747,1,10,presencial,1,M,68,2,0,0,1,PR,PR,Y,41,1.0,10.0,N,1,350.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,1.0,,,850.0,850.0
47748,1,15,presencial,1,M,95,2,0,0,1,SP,SP,N, ,1.0,15.0,N,1,2304.0,0.0,1,1,0,0,0,1,1,0.0,1,N, ,N, ,0,0.0,0.0,0.0,0.0,129.0,129.0
47749,1,25,internet,1,M,30,2,0,0,1,CE,CE,Y,107,1.0,2.0,N,1,240.0,0.0,0,0,0,0,0,0,0,0.0,0,Y, ,N, ,0,,,,,628.0,628.0
47750,1,10,internet,2,F,28,2,0,0,1,MT,MT,Y,71,1.0,1.0,N,1,600.0,0.0,0,0,0,0,0,0,0,0.0,0,N,MT,Y,71,0,2.0,4.0,,,781.0,781.0
47751,1,15,internet,1,F,51,2,0,0,1,PB,PB,Y,103,1.0,1.0,N,1,234.0,0.0,0,0,0,0,0,0,0,0.0,0,N,PB,N, ,0,11.0,4.0,11.0,,581.0,581.0
47752,1,10,internet,2,M,43,2,2,0,1,MT,MT,Y,71,1.0,12.0,N,1,250.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,MT,Y,71,0,9.0,5.0,,,780.0,780.0
47753,1,5,presencial,1,M,62,2,0,0,1,BA,BA,Y,84,1.0,5.0,N,1,5400.0,0.0,0,0,0,0,0,1,1,0.0,0,Y, ,N, ,0,9.0,1.0,,,456.0,456.0
47754,1,10,presencial,1,M,41,2,2,0,1,PE,PE,Y,97,1.0,2.0,N,1,1389.0,0.0,1,0,0,0,0,1,1,0.0,0,N, ,N, ,0,,,,,512.0,512.0
47755,1,25,internet,1,F,28,1,1,0,1,BA,BA,Y,84,1.0,28.0,N,1,400.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,BA,Y,84,0,9.0,2.0,,,456.0,456.0
47756,1,5,presencial,1,M,62,4,1,0,1,PR,PR,Y,40,1.0,5.0,N,0,1500.0,0.0,0,0,0,0,0,1,1,0.0,1,Y, ,N, ,0,9.0,1.0,0.0,0.0,834.0,834.0
47757,1,10,internet,1,F,34,2,0,0,1,PE,PE,N, ,1.0,5.0,N,1,424.66,0.0,0,0,0,0,0,0,0,0.0,0,Y,PE,Y,97,0,9.0,5.0,,,550.0,550.0
47758,1,25,presencial,1,F,45,2,0,0,1,CE,CE,Y,107,1.0,16.0,N,0,380.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,0.0,5.0,0.0,0.0,607.0,607.0
47759,1,5,internet,1,F,65,1,0,0,1,AL,AL,Y,100,1.0,5.0,N,1,381.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,1.0,,,570.0,570.0
47760,1,10,internet,1,M,66,1,0,0,1,BA,PR,Y,46,1.0,5.0,N,1,351.0,0.0,0,0,0,0,0,0,0,10000.0,0,N, ,N, ,0,,,,,858.0,858.0
47761,2,10,internet,1,M,55,2,4,0,1,MG,MG,Y,33,1.0,30.0,N,1,550.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,MG,Y,33,0,9.0,2.0,,,374.0,374.0
47762,1,15,internet,1,F,21,1,0,0,1,SP,SP,Y,12,1.0,,N,1,534.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,2.0,,,170.0,170.0
47763,1,10,internet,1,M,28,2,2,0,1,RN,RN,N, ,1.0,2.0,N,1,809.0,0.0,1,1,0,0,0,0,0,0.0,0,Y, ,Y,105,0,,2.0,,,596.0,596.0
47764,1,15,internet,1,F,33,1,0,0,1,AC,SP,Y,5,1.0,,N,1,526.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,SP,Y,5,0,11.0,2.0,11.0,,708.0,708.0
47765,1,1,internet,1,F,30,2,0,0,1,SP,SP,Y,5,1.0,12.0,N,1,800.0,0.0,0,0,0,0,0,0,0,0.0,0,Y, ,N, ,0,11.0,,,,847.0,847.0
47766,1,5,internet,1,F,40,1,1,0,1,BA,BA,Y,86,1.0,1.0,N,1,510.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,BA,Y,86,0,11.0,2.0,11.0,,483.0,483.0
47767,1,15,internet,1,M,23,6,1,0,1,RS,RS,Y,54,1.0,15.0,N,1,800.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,4.0,,,935.0,935.0
47768,1,15,internet,1,M,41,2,1,0,1,SP,SP,Y,5,2.0,5.0,N,1,1838.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,Y,5,0,,,,,375.0,375.0
47769,1,10,internet,1,F,46,4,5,0,1,PE,SP,Y,5,1.0,3.0,N,1,268.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,1.0,,,726.0,726.0
47770,1,10,correio,1,M,56,5,0,0,1,TO,PB,Y,103,2.0,1.0,N,1,250.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,1.0,11.0,,581.0,581.0
47771,2,10,presencial,1,F,51,2,0,0,1,MG,SP,Y,5,1.0,33.0,N,0,500.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,9.0,4.0,0.0,0.0,933.0,933.0
47772,1,20,presencial,1,F,25,1,0,0,1,MT,MT,Y,71,1.0,26.0,N,0,400.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,9.0,5.0,0.0,0.0,780.0,780.0
47773,2,10,presencial,1,F,57,2,0,0,1,GO,GO,Y,67,1.0,1.0,N,0,1361.0,1361.0,0,0,0,0,0,1,1,0.0,1,Y, ,N, ,0,10.0,2.0,0.0,0.0,751.0,751.0
47774,1,15,internet,1,M,61,1,1,0,1,PB,PB,Y,103,1.0,10.0,N,1,475.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,PB,N, ,0,9.0,2.0,,,580.0,580.0
47775,1,25,internet,1,M,29,1,0,0,1,PE,PE,N, ,1.0,,N,1,500.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,PE,Y,97,0,9.0,2.0,,,555.0,555.0
47776,2,15,internet,1,M,27,2,0,0,1,MG,MG,Y,33,1.0,10.0,N,1,382.0,700.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,2.0,,,379.0,379.0
47777,1,10,internet,1,M,61,2,1,0,1,PB,MT,N, ,1.0,15.0,N,1,536.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,MT,N, ,0,9.0,2.0,,,781.0,781.0
47778,1,1,internet,1,M,64,1,0,0,1,SP,SP,Y,5,2.0,,N,1,1200.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,,,,121.0,121.0
47779,1,15,internet,1,M,31,2,1,0,1,AM,AM,Y,118,2.0,2.0,N,1,1537.39,0.0,0,0,0,0,0,0,0,0.0,0,Y,AM,Y,118,0,9.0,5.0,,,690.0,690.0
47780,1,25,internet,1,F,42,2,0,0,1,AL,AL,Y,100,1.0,10.0,N,1,250.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,4.0,,,570.0,570.0
47781,1,25,presencial,1,F,39,1,0,0,1,CE,CE,Y,107,1.0,25.0,N,0,600.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,CE,Y,107,0,9.0,2.0,0.0,0.0,628.0,628.0
47782,1,10,internet,1,F,56,7,0,0,1,BA,RJ,Y,24,2.0,3.0,N,1,406.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,RJ,Y,24,0,9.0,2.0,,,275.0,275.0
47783,1,15,internet,1,F,18,1,0,0,1,AP,AP,Y,123,1.0,12.0,N,1,350.0,0.0,0,0,0,0,0,0,0,0.0,0,Y, ,N, ,0,,2.0,,,689.0,689.0
47784,1,10,internet,1,F,33,2,0,0,1,PR,SP,Y,5,1.0,4.0,N,1,587.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,2.0,,,618.0,618.0
47785,1,10,internet,1,M,31,2,2,0,1,MG,MG,Y,39,1.0,6.0,N,1,527.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,12.0,2.0,,,393.0,393.0
47786,1,10,presencial,1,F,58,2,0,0,1,PE,PE,N, ,1.0,20.0,N,0,343.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,PE,N, ,0,9.0,1.0,0.0,2.0,555.0,555.0
47787,1,10,correio,1,F,32,2,0,0,1,AP,AP,N, ,1.0,1.0,N,1,416.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,AP,Y,123,0,9.0,2.0,11.0,,689.0,689.0
47788,1,10,presencial,1,M,66,4,0,0,1,RN,RN,N, ,1.0,1.0,N,1,500.0,0.0,0,0,0,0,0,1,1,0.0,1,Y, ,N, ,0,11.0,5.0,11.0,0.0,596.0,596.0
47789,1,5,internet,1,M,62,2,1,0,1,PR,PR,N, ,1.0,19.0,N,1,348.67,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,1.0,,,860.0,860.0
47790,1,5,internet,1,F,54,1,0,0,1,PB,PB,Y,103,2.0,4.0,N,1,1749.0,0.0,1,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,1.0,,,581.0,581.0
47791,2,15,internet,1,F,22,2,0,0,1,SP,SP,Y,18,1.0,5.0,N,1,600.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,2.0,,,135.0,135.0
47792,1,10,internet,1,M,20,1,0,0,1,PR,PR,Y,47,1.0,25.0,N,1,432.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,PR,N, ,0,9.0,2.0,,,855.0,855.0
47793,2,15,presencial,1,M,34,2,3,0,1,CE,SP,Y,5,1.0,0.0,N,0,777.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,9.0,2.0,0.0,0.0,716.0,716.0
47794,1,20,internet,1,M,55,5,0,0,1,RS,RS,Y,58,1.0,35.0,N,1,2000.0,0.0,1,1,0,0,0,0,0,0.0,0,N, ,N, ,0,2.0,4.0,,,960.0,960.0
47795,2,10,internet,1,F,41,3,0,0,1,BA,MG,Y,33,2.0,0.0,N,1,380.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,1.0,,,379.0,379.0
47796,1,10,correio,1,F,35,1,4,0,1,RS,RS,N, ,1.0,1.0,N,1,433.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,RS,Y,54,0,11.0,2.0,11.0,,908.0,908.0
47797,1,10,internet,1,M,41,2,3,0,1,BA,GO,Y,66,1.0,8.0,N,1,684.0,0.0,1,0,0,0,0,0,0,0.0,0,Y,GO,N, ,0,9.0,2.0,,,728.0,728.0
47798,1,25,presencial,1,F,36,2,0,0,1,RS,RS,Y,54,1.0,1.0,N,1,1073.0,0.0,0,0,0,0,0,0,0,0.0,0,N,RS,N, ,0,11.0,5.0,11.0,,940.0,940.0
47799,2,15,presencial,1,M,22,2,0,0,1,MG,MG,N, ,1.0,10.0,N,0,586.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,MG,N, ,0,9.0,2.0,9.0,4.0,371.0,371.0
47800,1,10,internet,1,M,65,1,0,0,1,PE,MA,N, ,5.0,10.0,N,1,350.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,1.0,,,659.0,659.0
47801,1,15,correio,1,M,33,1,1,0,1,PB,PB,Y,103,3.0,1.0,N,1,456.0,0.0,0,0,0,0,0,1,1,0.0,0,Y, ,N, ,0,9.0,2.0,11.0,,580.0,580.0
47802,1,25,internet,1,F,29,1,1,0,1,CE,SP,Y,5,,11.0,N,1,642.84,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,,,,726.0,726.0
47803,1,10,internet,1,M,34,2,2,0,1,PR,PR,Y,40,1.0,6.0,N,1,843.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,PR,Y,40,0,9.0,2.0,,,838.0,838.0
47804,1,10,presencial,1,M,30,2,0,0,1,MG,MG,Y,33,2.0,1.0,N,0,981.0,0.0,1,0,0,0,0,0,0,0.0,1,Y,MG,N, ,0,12.0,2.0,0.0,0.0,375.0,375.0
47805,1,10,presencial,1,F,38,2,0,0,1,ES,ES,Y,25,1.0,8.0,N,0,400.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,ES,Y,25,0,10.0,2.0,0.0,0.0,291.0,291.0
47806,1,1,internet,1,M,34,2,2,0,1,PB,SP,Y,5,2.0,2.0,N,1,1700.0,0.0,0,1,0,0,0,0,0,0.0,0,Y,SP,Y,5,0,9.0,2.0,,,213.0,213.0
47807,1,15,presencial,1,F,43,1,2,0,1,PR,PR,Y,44,1.0,3.0,N,0,1000.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,PR,N, ,0,9.0,2.0,0.0,0.0,870.0,870.0
47808,2,5,internet,1,F,41,7,0,0,1,SP,SP,N, ,5.0,5.0,N,1,40000.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,11.0,,,,181.0,181.0
47809,1,5,internet,1,F,32,1,0,0,1,RN,RN,N, ,1.0,12.0,N,1,682.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,RN,Y,105,0,9.0,2.0,,,591.0,591.0
47810,1,5,internet,1,F,29,1,0,0,1,RJ,RJ,Y,20,1.0,8.0,N,1,750.0,0.0,0,0,0,0,0,0,0,0.0,0,Y, ,N, ,0,2.0,4.0,,,288.0,288.0
47811,1,15,internet,1,F,48,6,0,0,1,SP,SP,Y,5,5.0,6.0,N,1,442.0,0.0,0,0,0,0,0,0,0,0.0,0,Y, ,N, ,0,9.0,4.0,,,750.0,750.0
47812,1,15,internet,1,M,35,2,1,0,1,DF,DF,Y,66,2.0,2.0,N,1,402.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,,,,724.0,724.0
47813,1,15,internet,1,M,22,1,0,0,1,SP,SP,Y,5,1.0,,N,1,1200.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,4.0,,,750.0,750.0
47814,1,15,internet,1,F,62,1,0,0,1,MA,MA,N, ,1.0,30.0,N,1,755.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,MA,Y,125,0,9.0,2.0,,,650.0,650.0
47815,2,10,internet,1,M,57,2,0,0,1,MG,MG,Y,33,1.0,10.0,N,1,850.79,0.0,0,0,0,0,0,0,0,0.0,0,Y,MG,Y,33,0,9.0,2.0,,,371.0,371.0
47816,1,10,presencial,1,M,56,2,0,0,0, ,BA,Y,81,1.0,0.0,N,1,324.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,11.0,5.0,11.0,0.0,412.0,412.0
47817,1,25,internet,1,M,49,2,0,0,1,RN,SP,Y,15,1.0,21.0,N,1,987.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,SP,Y,15,0,9.0,2.0,,,150.0,150.0
47818,2,20,presencial,1,M,54,2,6,0,1,BA,SP,Y,5,1.0,21.0,N,1,708.0,0.0,0,0,0,0,0,0,0,0.0,0,N,SP,N, ,0,9.0,2.0,,,653.0,653.0
47819,1,10,internet,1,M,35,6,1,0,1,SP,SP,Y,14,1.0,12.0,N,1,806.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,SP,Y,14,0,13.0,2.0,9.0,2.0,143.0,143.0
47820,1,10,presencial,1,M,31,1,2,0,1,PA,PA,Y,120,1.0,5.0,N,0,887.0,0.0,0,0,0,0,0,1,1,0.0,1,Y, ,N, ,0,9.0,2.0,0.0,0.0,684.0,684.0
47821,1,15,presencial,1,F,51,1,0,0,1,PE,PB,Y,103,1.0,20.0,N,1,488.0,0.0,0,0,0,0,0,1,1,0.0,0,N, ,N, ,0,,,,,581.0,581.0
47822,1,10,presencial,1,M,49,2,0,0,1,BA,PR,Y,40,1.0,0.0,N,0,693.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,9.0,5.0,0.0,0.0,819.0,819.0
47823,1,5,internet,1,F,33,2,2,0,1,RS,RS,Y,58,1.0,25.0,N,1,278.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,5.0,,,960.0,960.0
47824,7,10,internet,1,M,72,2,0,0,1,SP,SP,Y,9,1.0,24.0,N,1,630.0,0.0,0,0,0,0,0,0,0,40000.0,0,N, ,N, ,0,10.0,1.0,,,122.0,122.0
47825,1,1,presencial,1,F,46,2,0,0,1,CE,CE,N, ,,,N,1,700.0,0.0,0,0,0,0,0,1,1,0.0,0,N, ,N, ,0,,,,,619.0,619.0
47826,1,25,internet,1,M,42,2,0,0,1,RN,RN,Y,105,1.0,3.0,N,1,754.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,RN,Y,105,0,9.0,2.0,,,596.0,596.0
47827,2,15,internet,1,F,37,2,1,0,1,GO,GO,Y,67,1.0,3.0,N,1,1404.0,0.0,0,0,0,0,0,0,0,0.0,0,Y, ,Y,67,0,9.0,2.0,,,751.0,751.0
47828,1,10,internet,1,F,62,4,0,0,1,RJ,RJ,Y,20,1.0,10.0,N,1,440.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,2.0,,,248.0,248.0
47829,1,10,internet,1,M,51,2,0,0,1,MG,MG,N, ,,,N,1,386.94,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,,,,359.0,359.0
47830,1,25,presencial,1,F,38,2,2,0,1,MG,MT,N, ,1.0,2.0,N,1,1000.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,9.0,4.0,0.0,0.0,783.0,783.0
47831,1,25,internet,1,F,29,2,1,0,1,RJ,SP,Y,5,1.0,7.0,N,1,635.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,SP,Y,5,0,9.0,2.0,,,494.0,494.0
47832,1,10,internet,1,M,40,2,4,0,1,MA,SP,Y,5,2.0,2.0,N,1,719.0,0.0,1,0,0,0,0,0,0,0.0,0,Y,SP,Y,5,0,9.0,5.0,,,623.0,623.0
47833,1,10,internet,1,M,37,6,2,0,1,MA,PA,Y,117,1.0,7.0,N,1,900.0,0.0,1,0,0,0,0,0,0,19600.0,0,Y,PA,N, ,0,9.0,2.0,,,686.0,686.0
47834,1,10,internet,1,M,37,2,5,0,1,SP,SP,Y,5,1.0,8.0,N,1,695.23,0.0,0,0,0,0,0,0,0,0.0,0,Y,SP,Y,5,0,12.0,2.0,,,641.0,641.0
47835,1,15,presencial,1,F,23,1,1,0,1,GO,DF,Y,66,1.0,1.0,N,0,350.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,DF,N, ,0,9.0,2.0,0.0,0.0,730.0,730.0
47836,1,25,presencial,1,F,32,1,0,0,1,RJ,RJ,Y,22,1.0,22.0,N,1,486.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,RJ,N, ,0,9.0,5.0,0.0,0.0,289.0,289.0
47837,1,10,presencial,1,F,31,2,0,0,1,BA,SP,Y,5,2.0,4.0,N,0,550.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,SP,Y,5,0,9.0,2.0,0.0,0.0,651.0,651.0
47838,2,15,internet,1,F,67,1,0,0,1,BA,BA,N, ,1.0,3.0,N,1,350.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,5.0,,,456.0,456.0
47839,1,10,internet,1,F,45,1,0,0,1,BA,BA,N, ,1.0,10.0,N,1,350.0,0.0,0,0,0,0,0,0,0,11000.0,0,N, ,N, ,0,,,,,484.0,484.0
47840,1,10,internet,1,F,69,2,1,0,1,PE,PE,Y,97,1.0,22.0,N,1,382.0,0.0,0,0,0,0,0,0,0,35000.0,0,N, ,N, ,0,,1.0,,,547.0,547.0
47841,1,10,internet,1,F,57,4,0,0,1,CE,CE,Y,107,1.0,20.0,N,1,351.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,1.0,,,616.0,616.0
47842,1,10,presencial,1,M,44,2,2,0,1,PB,PB,Y,103,1.0,14.0,N,1,1000.0,0.0,1,0,0,0,0,1,1,0.0,0,Y, ,Y,103,0,9.0,2.0,,,581.0,581.0
47843,2,10,presencial,1,M,19,1,0,0,1,SP,SP,Y,12,1.0,1.0,N,1,350.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,0.0,0.0,0.0,0.0,186.0,186.0
47844,2,25,internet,1,F,25,2,1,0,1,CE,CE,Y,112,1.0,1.0,N,1,900.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,2.0,4.0,,,630.0,630.0
47845,1,10,correio,1,F,66,1,0,0,1,BA,BA,Y,84,1.0,1.0,N,1,750.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,16.0,5.0,11.0,,456.0,456.0
47846,1,10,internet,1,F,34,1,0,0,1,RS,RS,N, ,1.0,13.0,N,1,750.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,16.0,2.0,,,966.0,966.0
47847,1,10,presencial,1,M,36,2,0,0,1,PE,PE,Y,97,1.0,10.0,N,1,617.0,0.0,0,0,0,0,0,1,1,0.0,0,N, ,N, ,0,9.0,5.0,,,506.0,506.0
47848,7,5,internet,1,M,37,2,3,0,1,ES,ES,Y,25,1.0,6.0,N,1,516.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,2.0,4.0,,,299.0,299.0
47849,1,10,presencial,1,M,25,0,1,0,0, ,SP,Y,14,2.0,0.0,N,1,670.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,SP,Y,14,0,9.0,2.0,11.0,0.0,141.0,141.0
47850,1,10,presencial,1,M,52,2,0,0,1,PR,PR,Y,44,1.0,50.0,N,1,1000.0,3500.0,0,0,0,0,0,1,1,0.0,0,N, ,N, ,0,,,,,870.0,870.0
47851,1,10,internet,1,M,22,1,0,0,1,CE,CE,Y,107,1.0,10.0,N,1,1050.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,CE,Y,107,0,9.0,2.0,,,618.0,618.0
